,ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
39,686791659,0,2047-05-07,52.0,0,8.0,51278.0,No,230340.0,Yes,z_F,Bachelors,Professional,37,Private,1500,4,SUV,no,0,0,No,1,0,10.0,0,Highly Urban/ Urban
40,269341556,0,2058-09-28,41.0,0,7.0,92842.0,No,286113.0,No,M,Masters,z_Blue Collar,12,Commercial,25810,6,Panel Truck,no,1431,2,No,5,0,15.0,0,Highly Urban/ Urban
41,396972296,0,2060-07-26,39.0,0,10.0,35081.0,No,202839.0,Yes,M,Bachelors,z_Blue Collar,38,Commercial,16640,4,Van,yes,0,0,No,0,0,13.0,0,Highly Urban/ Urban
42,364483168,0,2043-04-09,56.0,0,0.0,0.0,No,63827.0,Yes,z_F,PhD,Home Maker,65,Private,13220,1,Minivan,no,0,0,No,0,0,12.0,0,z_Highly Rural/ Rural
43,866093378,0,2050-03-07,49.0,0,12.0,115044.0,No,311980.0,No,z_F,PhD,Doctor,18,Private,17900,1,Minivan,no,0,0,No,0,0,14.0,0,Highly Urban/ Urban
44,515421877,0,2061-05-30,38.0,0,11.0,37754.0,No,138823.0,Yes,z_F,z_High School,Clerical,47,Private,12080,1,SUV,no,0,0,No,2,0,9.0,0,z_Highly Rural/ Rural
45,173737852,0,2056-06-01,43.0,2,17.0,145353.0,No,418785.0,Yes,z_F,Masters,z_Blue Collar,38,Commercial,29450,6,Van,no,0,0,No,0,0,15.0,0,Highly Urban/ Urban
46,745183922,0,2049-06-30,50.0,0,8.0,167469.0,No,0.0,No,z_F,PhD,Doctor,22,Private,34150,4,Sports Car,no,0,0,No,3,0,1.0,0,Highly Urban/ Urban
47,298271736,0,2036-11-04,63.0,0,15.0,121398.0,No,343410.0,Yes,z_F,PhD,Doctor,10,Private,16270,1,SUV,no,0,0,No,0,0,11.0,0,Highly Urban/ Urban
48,70821537,0,2047-08-12,52.0,0,0.0,0.0,No,87925.0,No,z_F,z_High School,Student,48,Commercial,9280,1,SUV,no,0,0,No,1,0,6.0,0,z_Highly Rural/ Rural
49,258951025,0,2064-10-24,35.0,0,7.0,14508.0,No,0.0,Yes,M,Bachelors,Student,22,Commercial,6450,1,Pickup,no,0,0,No,0,0,7.0,0,Highly Urban/ Urban
50,807174588,0,2056-11-16,43.0,0,13.0,75338.0,No,270555.0,Yes,z_F,Bachelors,Manager,40,Private,23080,1,Sports Car,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
51,514538041,0,2058-10-06,41.0,0,10.0,32774.0,No,0.0,No,z_F,z_High School,Clerical,44,Private,20120,4,Minivan,no,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
52,25561360,0,2059-04-08,40.0,0,11.0,57474.0,No,186418.0,Yes,M,Bachelors,Clerical,5,Commercial,29270,4,Panel Truck,yes,0,0,No,1,0,5.0,0,Highly Urban/ Urban
53,753037176,0,2068-08-07,31.0,1,12.0,26520.0,No,154493.0,Yes,M,Bachelors,Student,62,Commercial,4600,6,Minivan,yes,0,0,No,2,0,5.0,0,Highly Urban/ Urban
54,883748009,0,2052-10-27,47.0,0,8.0,18444.0,No,0.0,Yes,z_F,z_High School,Student,35,Commercial,19450,6,SUV,no,2981,2,No,5,0,8.0,0,Highly Urban/ Urban
55,31827166,0,2046-01-06,53.0,0,11.0,107259.0,No,343700.0,Yes,M,Masters,Professional,36,Private,29230,10,Minivan,yes,0,0,No,0,0,15.0,0,Highly Urban/ Urban
56,680782638,0,2060-06-05,39.0,3,7.0,34046.0,No,183383.0,Yes,z_F,z_High School,Clerical,33,Private,4040,6,SUV,no,0,0,No,0,0,5.0,0,z_Highly Rural/ Rural
57,883604551,0,2066-05-20,33.0,3,14.0,32364.0,No,152894.0,Yes,M,<High School,Clerical,40,Private,12270,18,Minivan,yes,0,0,No,3,0,1.0,0,Highly Urban/ Urban
58,714473703,0,2040-01-02,59.0,0,5.0,106775.0,No,160661.0,No,M,Masters,Lawyer,10,Private,31930,1,Minivan,yes,0,0,No,0,0,8.0,0,Highly Urban/ Urban
59,213057541,0,2057-01-29,42.0,0,11.0,52988.0,No,176275.0,Yes,M,z_High School,z_Blue Collar,24,Commercial,23450,1,Minivan,no,0,0,No,2,0,11.0,0,z_Highly Rural/ Rural
60,885280620,0,2059-04-26,40.0,0,11.0,16989.0,No,0.0,No,M,<High School,z_Blue Collar,20,Commercial,12230,4,Pickup,yes,26104,1,Yes,13,6100,6.0,1,Highly Urban/ Urban
61,931739722,0,2058-07-15,41.0,2,7.0,17755.0,Yes,148815.0,No,z_F,<High School,Clerical,29,Private,14480,1,Minivan,yes,0,0,Yes,2,0,1.0,0,Highly Urban/ Urban
62,939401184,1,2062-01-20,37.0,2,13.0,53529.0,Yes,0.0,No,z_F,z_High School,z_Blue Collar,62,Commercial,9360,4,Sports Car,no,0,0,No,0,6195,8.0,1,Highly Urban/ Urban
63,840809480,0,2063-06-29,36.0,3,12.0,56048.0,No,137836.0,Yes,M,Masters,Lawyer,15,Private,10700,6,Minivan,no,2045,2,No,2,0,16.0,0,Highly Urban/ Urban
64,800426023,0,2054-12-02,44.0,2,15.0,16352.0,No,134164.0,Yes,z_F,z_High School,Home Maker,37,Private,10520,1,SUV,no,7838,1,No,1,8841,1.0,1,Highly Urban/ Urban
65,14827139,0,2043-02-07,56.0,0,16.0,44760.0,No,164852.0,Yes,M,Bachelors,Manager,30,Private,21770,13,Minivan,yes,0,0,No,0,0,6.0,0,Highly Urban/ Urban
66,212687745,1,2053-12-30,45.0,1,14.0,63952.0,No,196368.0,Yes,z_F,Masters,Lawyer,50,Private,32340,6,Van,no,27877,2,Yes,0,2117,13.0,1,Highly Urban/ Urban
67,224701093,0,2065-04-16,34.0,3,12.0,22510.0,No,123888.0,Yes,M,z_High School,Clerical,26,Private,14690,4,Minivan,yes,0,0,Yes,0,1230,1.0,1,z_Highly Rural/ Rural
68,401200262,0,2051-09-23,48.0,0,11.0,53529.0,No,252896.0,Yes,M,Bachelors,Professional,14,Commercial,28560,13,Panel Truck,yes,1554,5,No,1,0,10.0,0,Highly Urban/ Urban
69,926073051,1,2055-10-12,44.0,2,11.0,24060.0,Yes,0.0,No,M,Bachelors,Clerical,24,Private,14220,4,Minivan,no,0,0,No,0,3532,10.0,1,Highly Urban/ Urban
70,45830738,0,2066-07-25,33.0,4,12.0,20822.0,No,76022.0,Yes,z_F,z_High School,Home Maker,46,Private,6880,13,SUV,no,7896,3,No,0,866,1.0,1,Highly Urban/ Urban
71,997497927,0,2066-12-06,32.0,3,14.0,54968.0,No,146784.0,Yes,z_F,z_High School,Professional,20,Private,10040,4,SUV,no,0,0,Yes,0,0,8.0,0,Highly Urban/ Urban
72,862203239,0,2065-10-20,34.0,0,8.0,14194.0,No,87034.0,No,z_F,<High School,Clerical,13,Private,2920,4,Sports Car,no,24767,3,Yes,2,7786,10.0,1,Highly Urban/ Urban
73,116102677,1,2061-11-06,38.0,4,12.0,2149.0,No,72889.0,Yes,z_F,<High School,Home Maker,35,Private,22690,10,Pickup,no,0,0,No,2,0,1.0,0,Highly Urban/ Urban
74,635101571,0,2064-02-18,35.0,2,12.0,53529.0,Yes,0.0,No,z_F,<High School,z_Blue Collar,43,Private,9730,5,SUV,no,0,0,No,4,5426,4.0,1,Highly Urban/ Urban
75,793404097,2,2055-01-02,44.0,2,14.0,45576.0,No,156623.0,Yes,z_F,<High School,z_Blue Collar,27,Private,1500,4,Sports Car,no,25276,1,No,8,0,8.0,0,Highly Urban/ Urban
76,62434528,2,2056-05-10,43.0,3,11.0,137103.0,Yes,0.0,No,z_F,Masters,Manager,29,Private,19510,1,Sports Car,no,8890,3,No,0,4148,15.0,1,Highly Urban/ Urban
77,935079846,0,2050-09-05,49.0,0,9.0,53529.0,No,0.0,No,M,PhD,z_Blue Collar,31,Commercial,33710,3,Panel Truck,no,34351,2,Yes,2,0,18.0,0,Highly Urban/ Urban
78,948288985,0,2053-10-25,46.0,0,10.0,79538.0,No,0.0,No,z_F,Bachelors,Manager,13,Private,14050,3,Minivan,no,0,0,Yes,2,0,11.0,0,Highly Urban/ Urban
79,396323054,0,2053-12-03,45.0,1,11.0,185836.0,No,509115.0,Yes,z_F,PhD,Lawyer,28,Private,10250,1,SUV,no,4307,3,No,6,0,20.0,0,Highly Urban/ Urban
80,299024508,0,2053-01-01,46.0,0,14.0,53529.0,No,397661.0,No,M,Masters,z_Blue Collar,22,Commercial,33320,4,Panel Truck,yes,0,0,Yes,1,0,12.0,0,Highly Urban/ Urban
81,39392545,0,2054-11-08,45.0,0,11.0,61931.0,No,213530.0,Yes,M,Masters,z_Blue Collar,30,Commercial,10910,13,Pickup,yes,25106,2,No,0,0,8.0,0,Highly Urban/ Urban
82,536604822,0,2051-07-23,48.0,0,9.0,61509.0,No,195438.0,Yes,M,Masters,z_Blue Collar,40,Commercial,23230,6,Panel Truck,yes,0,0,No,1,0,17.0,0,Highly Urban/ Urban
83,429992959,0,2036-09-16,63.0,0,9.0,74426.0,No,0.0,No,z_F,PhD,Doctor,11,Private,27600,1,SUV,no,0,0,No,0,0,18.0,0,Highly Urban/ Urban
84,160577728,0,2055-02-18,44.0,0,9.0,74722.0,No,231034.0,Yes,z_F,Bachelors,Professional,9,Private,23640,6,Minivan,no,0,0,No,0,0,1.0,0,Highly Urban/ Urban
85,108385737,1,2054-03-07,45.0,2,11.0,102393.0,Yes,0.0,No,M,Bachelors,Professional,25,Private,1500,1,Minivan,yes,0,0,No,2,2371,11.0,1,Highly Urban/ Urban
86,414142186,0,2037-09-17,62.0,0,15.0,40656.0,No,208242.0,Yes,z_F,z_High School,Clerical,57,Private,9170,4,Sports Car,no,42342,2,Yes,2,4178,7.0,1,Highly Urban/ Urban
87,421217157,0,2050-11-24,48.0,0,0.0,0.0,No,98920.0,Yes,z_F,z_High School,Home Maker,50,Private,8660,3,Sports Car,no,8363,2,No,3,0,8.0,0,Highly Urban/ Urban
88,935010485,1,2062-02-10,37.0,2,12.0,53529.0,No,205211.0,Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,5200,1,SUV,no,2718,1,No,1,4804,3.0,1,Highly Urban/ Urban
89,537840281,0,2064-08-27,35.0,0,11.0,29371.0,No,0.0,No,z_F,<High School,Clerical,49,Private,4860,10,Sports Car,no,0,0,No,0,0,1.0,0,Highly Urban/ Urban
90,748139140,0,2051-08-13,48.0,0,12.0,31773.0,No,165090.0,Yes,M,z_High School,Clerical,14,Commercial,9640,13,Pickup,no,1212,1,No,4,1354,1.0,1,Highly Urban/ Urban
91,601118153,0,2059-12-26,39.0,0,11.0,33727.0,No,0.0,No,z_F,Bachelors,Clerical,27,Private,10850,1,SUV,no,8350,1,No,2,0,12.0,0,Highly Urban/ Urban
92,808304017,0,2050-05-30,49.0,0,0.0,0.0,No,159389.0,Yes,z_F,Masters,Professional,42,Private,6400,10,SUV,no,9115,1,No,6,0,14.0,0,Highly Urban/ Urban
93,803325269,0,2055-07-24,44.0,2,15.0,139330.0,Yes,316900.0,No,z_F,z_High School,z_Blue Collar,35,Commercial,22050,10,Sports Car,no,0,0,No,0,0,1.0,0,z_Highly Rural/ Rural
94,701235200,0,2048-12-22,50.0,0,13.0,163296.0,No,447616.0,No,z_F,PhD,Lawyer,42,Private,22830,1,Minivan,no,0,0,No,0,0,14.0,0,z_Highly Rural/ Rural
95,916609661,0,2069-10-03,30.0,1,10.0,17455.0,Yes,140978.0,No,z_F,<High School,z_Blue Collar,50,Private,12380,13,Minivan,no,0,0,No,0,0,6.0,0,z_Highly Rural/ Rural
96,469714824,0,2045-11-03,54.0,0,11.0,71007.0,No,240833.0,Yes,M,Bachelors,Manager,61,Private,14000,6,Minivan,no,0,0,No,0,0,11.0,0,Highly Urban/ Urban
97,46606719,0,2061-09-06,38.0,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,41,Commercial,17470,10,Van,no,3157,2,No,5,0,6.0,0,z_Highly Rural/ Rural
98,454040458,0,2046-04-09,53.0,0,6.0,38036.0,No,153381.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,13140,1,SUV,no,0,0,No,4,2425,1.0,1,Highly Urban/ Urban
99,951246359,0,2046-03-30,53.0,0,13.0,41199.0,No,150933.0,No,z_F,Bachelors,Manager,21,Private,15360,1,SUV,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
100,389315422,0,2069-11-28,29.0,1,10.0,38042.0,Yes,202967.0,No,M,z_High School,Professional,15,Private,15160,6,Minivan,no,0,0,No,0,0,1.0,0,Highly Urban/ Urban
101,180660768,0,2041-01-20,58.0,0,11.0,91223.0,No,0.0,No,M,Masters,Lawyer,23,Private,10620,6,Pickup,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
102,184578161,0,2044-07-25,55.0,0,7.0,45787.0,No,173196.0,Yes,z_F,Masters,Lawyer,5,Private,19380,6,Minivan,no,0,0,No,0,0,13.0,0,Highly Urban/ Urban
103,59798468,0,2044-09-17,55.0,0,11.0,84964.0,No,227091.0,Yes,M,Bachelors,z_Blue Collar,21,Commercial,5760,1,Pickup,yes,969,2,No,6,0,11.0,0,Highly Urban/ Urban
104,957817015,0,2043-11-04,56.0,0,8.0,38240.0,No,190675.0,Yes,z_F,z_High School,Clerical,28,Private,16220,4,SUV,no,0,0,No,0,0,8.0,0,z_Highly Rural/ Rural
105,402443529,0,2059-12-20,39.0,2,0.0,0.0,No,69369.0,Yes,z_F,z_High School,Home Maker,36,Private,8750,4,Sports Car,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
106,298667574,2,2055-06-26,44.0,2,13.0,142588.0,No,365256.0,Yes,M,Masters,Manager,28,Private,21790,6,Minivan,yes,0,0,No,2,0,9.0,0,Highly Urban/ Urban
107,303462460,0,2065-05-13,34.0,0,11.0,51565.0,No,0.0,No,M,Masters,Lawyer,36,Private,18110,1,Van,yes,759,2,No,3,0,15.0,0,Highly Urban/ Urban
108,629946797,0,2065-08-08,34.0,3,0.0,0.0,No,66358.0,Yes,z_F,z_High School,Home Maker,25,Private,11740,9,SUV,no,1800,2,No,2,5711,1.0,1,Highly Urban/ Urban
109,783473090,0,2063-01-06,36.0,0,11.0,105384.0,No,267509.0,Yes,M,Masters,Professional,24,Private,13800,7,Minivan,yes,31695,3,Yes,4,0,17.0,0,Highly Urban/ Urban
110,8565171,0,2058-10-13,41.0,0,10.0,66265.0,No,159276.0,Yes,M,Masters,Lawyer,59,Private,12230,4,Minivan,yes,0,0,No,1,13105,9.0,1,Highly Urban/ Urban
111,950995873,0,2053-04-30,46.0,0,7.0,53529.0,No,160661.0,No,M,Masters,z_Blue Collar,17,Commercial,23350,13,Panel Truck,yes,4678,3,No,6,4061,17.0,1,Highly Urban/ Urban
112,867703916,0,2054-03-08,45.0,0,12.0,32394.0,No,0.0,No,z_F,z_High School,Clerical,33,Private,13770,4,SUV,no,0,0,No,0,0,1.0,0,Highly Urban/ Urban
113,593582812,0,2057-07-31,42.0,0,9.0,76226.0,No,217920.0,Yes,M,Bachelors,z_Blue Collar,18,Commercial,23390,13,Panel Truck,yes,0,0,No,0,0,14.0,0,Highly Urban/ Urban
114,22340563,1,2061-05-25,38.0,3,16.0,7528.0,No,113809.0,Yes,M,<High School,Clerical,26,Private,8080,1,Pickup,yes,0,0,No,0,0,8.0,0,z_Highly Rural/ Rural
115,679555193,0,2066-02-16,33.0,4,0.0,0.0,Yes,0.0,No,M,z_High School,Student,14,Commercial,15090,1,Minivan,yes,1631,1,No,2,7838,5.0,1,Highly Urban/ Urban
116,161607403,0,2062-08-01,37.0,0,0.0,53529.0,No,73890.0,Yes,z_F,Bachelors,Student,48,Commercial,12850,7,SUV,no,0,0,No,3,3660,6.0,1,Highly Urban/ Urban
117,700623278,1,2057-01-05,42.0,1,9.0,32797.0,No,160661.0,Yes,z_F,Masters,Lawyer,63,Private,21690,1,Minivan,no,0,0,No,2,0,14.0,0,Highly Urban/ Urban
118,755810990,0,2051-11-20,47.0,0,11.0,44705.0,No,217885.0,Yes,z_F,Bachelors,Professional,50,Private,12840,1,SUV,no,1533,2,No,0,5125,10.0,1,Highly Urban/ Urban
119,464090162,0,2056-11-11,43.0,1,0.0,0.0,No,70170.0,Yes,z_F,Bachelors,Home Maker,26,Private,8350,1,SUV,no,0,0,No,3,0,7.0,0,Highly Urban/ Urban
120,170483243,0,2047-06-06,52.0,0,9.0,68992.0,No,216986.0,No,z_F,Bachelors,z_Blue Collar,36,Commercial,15120,1,Minivan,no,0,0,No,3,0,10.0,0,z_Highly Rural/ Rural
121,421316364,0,2056-10-08,43.0,0,11.0,132561.0,No,314433.0,No,M,Masters,Professional,8,Commercial,30150,16,Panel Truck,no,12294,1,No,0,0,1.0,0,Highly Urban/ Urban
122,505563410,0,2035-01-06,64.0,0,15.0,31738.0,No,197010.0,Yes,M,<High School,z_Blue Collar,23,Commercial,14620,6,SUV,no,3994,2,No,0,5085,1.0,1,Highly Urban/ Urban
123,813759954,0,2033-01-21,66.0,1,17.0,96830.0,No,325826.0,Yes,M,Masters,Professional,23,Private,11180,7,SUV,no,0,0,No,0,0,16.0,0,Highly Urban/ Urban
124,37074844,0,2039-02-24,60.0,0,9.0,125893.0,No,0.0,No,M,PhD,z_Blue Collar,21,Commercial,7500,9,Pickup,yes,7278,2,No,4,0,15.0,0,Highly Urban/ Urban
125,130470336,2,2063-12-08,35.0,4,6.0,154577.0,Yes,397868.0,No,z_F,Bachelors,z_Blue Collar,27,Private,20450,6,SUV,no,4645,1,No,3,0,1.0,0,Highly Urban/ Urban
126,637739719,0,2047-04-23,52.0,0,7.0,64014.0,No,244863.0,Yes,M,<High School,z_Blue Collar,33,Commercial,7900,4,Pickup,yes,8882,3,No,1,2143,5.0,1,Highly Urban/ Urban
127,427956603,0,2047-09-11,52.0,0,11.0,79348.0,No,270032.0,Yes,z_F,z_High School,Manager,23,Private,13150,11,SUV,no,0,0,No,2,0,1.0,0,Highly Urban/ Urban
128,993272296,0,2043-07-26,56.0,2,14.0,192089.0,No,471701.0,Yes,M,PhD,z_Blue Collar,31,Commercial,21100,1,Van,yes,0,0,No,0,6484,8.0,1,Highly Urban/ Urban
129,880941719,1,2061-06-08,38.0,1,7.0,53529.0,No,0.0,Yes,z_F,z_High School,Student,40,Private,7050,4,Sports Car,no,0,0,No,0,0,10.0,0,z_Highly Rural/ Rural
130,765577228,0,2044-05-08,55.0,0,15.0,108152.0,No,329756.0,Yes,z_F,Masters,Manager,18,Private,12320,1,SUV,no,0,0,Yes,0,0,15.0,0,Highly Urban/ Urban
131,879477038,0,2051-12-14,47.0,0,14.0,53529.0,No,276241.0,Yes,M,Bachelors,Manager,48,Private,21320,1,Van,yes,0,0,No,0,0,13.0,0,Highly Urban/ Urban
132,718294261,0,2062-09-30,37.0,0,12.0,123520.0,No,383731.0,Yes,M,Bachelors,z_Blue Collar,14,Commercial,17550,1,Van,no,0,0,No,0,0,8.0,0,Highly Urban/ Urban
133,538875785,0,2052-07-06,47.0,0,13.0,45257.0,No,160051.0,Yes,M,Bachelors,Clerical,33,Commercial,29210,6,Panel Truck,yes,0,0,No,0,0,8.0,0,Highly Urban/ Urban
